Reino,Subreino,Rama,Grado,Serie,Phylum,Subphylum,Superclase,Clase,Superorden,Orden,Suborden,Superfamilia,Familia,Subfamilia,Género,Especie,Descripción,Subclase,Infraclase,Infraorden
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Diptera,Brachycera,Sciomyzoidea,Sciomyzidae,,Coremacera,marginata,"   Estas moscas miden entre 7 y10 milímetros, y se identifican por las numerosas manchitas blancas que presentan sobre las alas y por la espectacularidad de sus antenas.     Las larvas son parásitas de diversos caracoles terrestres .     Aparece en bosques y campos de gran parte de la región paleártica.  Rev: julio-10 ",Pterygota,Neoptera,Muscomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Adephaga,Caraboidea,Carabidae,Lebiinae,Lebia,chlorocephala,"   Es este un pequeño escarabajo del suelo de unos 8 milímetros de tamaño, que presenta la cabeza de color negro, el tórax naranja intenso y los élitros verdes con irisaciones metálicas.     Las larvas son parásitas de las pupas de los escarabajos de las hojas del género Chrysolina, y normalmente se encuentran en las celdas de pupación de los hospedadores bajo las cortezas y las piedras.   Lebia chlorocephala presenta una distribución Eurosiberiana, que comprende toda Europa, excepto los extremos norte y sur, y que alcanza por el este el Cáucaso y Siberia occidental.  Rev: julio-10 ",Pterygota,Neoptera,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Odonata,Zygoptera,Lestoidea,Lestidae,,Chalcolestes,viridis,"   Los machos tienen un precioso color verde metálico, que es más parduzco en las hembras, y con finas bandas antehumerales amarillas y una marca en forma de espuela en el tórax. El pterostigma es muy característico, de color marrón pálido enmarcado en negro.     Aparece asociado a depósitos de agua o cursos muy lentos, con sauces, alisos y abedules, que son las plantas preferidas para depositar los huevos.      Los adultos vuelan entre agosto y octubre, y los machos defienden pequeños territorios, donde se aparean con las hembras formando el típico corazón. La puesta de los huevos también tiene lugar en tandem, en huecos de las cortezas de los árboles que cuelgan sobre el agua, y no sumergidos. Los huevos se desarrollan rápidamente durante unas pocas semanas y después su desarrollo se frena y pasan así el invierno. En la primavera siguiente eclosionan las larvas y se dejan caer al agua para empezar su desarrollo, que no lleva más de dos meses.     Se encuentra distribuido por gran parte de Europa central y meridional, incluyendo la mayoría de las islas mediterráneas occidentales: Córcega, Cerdeña, Mallorca, Menorca e Ibiza, y también en el norte de África, Turquía y Oriente Medio.  Rev: julio-10 ",Pterygota,,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Orthoptera,Caelifera,Acridoidea,Acrididae,Melonoplidae,Cophopodisma,pyrenaea,"   Este saltamontes es una especie endémica de los Pirineos, donde aparece en prados alpinos y subalpinos a partir de los 1700 metros de altitud, y hasta los 2800.     Los adultos pueden verse entre los meses de julio y octubre.     Miden entre 15 y 22 milímetros y presentan un color general verdoso, con los segmentos abdominales amarillentos en la parte posterior; la parte inferior del fémur es de color azul, mientras que las tibias posteriores son azules con las espinas blancas. El pronoto es proporcionalmente corto y ancho. Carecen de tégminas y de alas membranosas, por lo que no pueden volar.  Rev: julio-10 ",Pterygota,Neoptera,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Diptera,Brachycera,Asiloidea,Bombyliidae,Usiinae,Parageron,incisus,"   Es uno de los primeros insectos en aparecer, aún en invierno, libando las primeras flores.     Mide aproximadamente 1 centímetro de longitud, siendo la hembra algo mayor que el macho. Presenta una larga trompa chupadora y grandes ojos compuestos. El tórax es de color pardo con líneas longitudinales oscuras. El abomen es negro con finas franjas transversales blancas o amarillentas. Las patas son filiformes.     Los adultos se alimentan de néctar, mientras que las larvas son parásitas o parasitoides de otros insectos.     Presenta un evidente mimetismo batesiano, pues se parece a determinados himenópteros para eludir a posibles depredadores.     Aparece por gran parte de la Europa mediterránea, en zonas de matorral y herbazales.  Rev: julio-10 ",Pterygota,Neoptera,Muscomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,Otiorhynchus,sulcatus,"   Estos gorgojos completamente negros, llegan a medir 1 centímetro de tamaño. Tienen los élitros fusionados, por lo que no pueden volar.     Las larvas son blancas, con la cabeza marrón y ápodas. En el primer estadio se alimentan de hojas, pero tras la primera muda se alimentan de raíces y pueden causar graves daños a las plantas. Los adultos se alimentan por la noche de hojas, pero los daños que pueden causar son insignificantes.     Son muy polífagos y pueden encontrarse en rododendro, azalea, hortensia, camelia, begonia, ciclamen, sedum, viña...     Originario de la Europa meridional, se ha establecido con éxito en Norteamérica.  Rev: julio-10 ",Pterygota,Neoptera,Cucujiformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Diptera,Brachycera,Oestroidea,Tachinidae,Phasiinae,Gymnosoma,nudifrons,"   Estas moscas miden entre 6 y 10 milímetros de tamaño.     Las larvas son parásitas de diversas especies de  chinches, mientras que los adultos, que vuelan entre mayo y octubre, se alimentan de néctar y polen.     Su área de distribución comprende gran parte de Europa y Asia.  Rev: octubre-10 ",Pterygota,Neoptera,Muscomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Chelicerata,,Arachnida,,Araneae,Araneomorphae,,Sicariidae,,Loxosceles,rufescens,"   Esta araña es originaria, como indica su nombre, de los países ribereños del Mediterráneo, sin embargo ha sido introducida en diversos estados de Estados Unidos (incluso en Hawai), y en Australia.     Presentan una coloración bastante uniforme en el cuerpo y las patas, que son bastante más largas que el cuerpo, que puede variar del pardo amarillento al anaranjado, con el abdomen ligeramente más pálido. Presentan una marca más oscura que desde los ojos se va estrechando hasta el final del prosoma y que puede recordar la forma de un violín. Miden entre 7 y 10 milímetros.     Tienen 6 ojos dispuestos de dos en dos en forma de ""U"".     Suelen aparecer en rincones oscuros, por lo que puede producir picaduras accidentales que pueden ser graves en algunos casos, produciendo picor, escozor, dolor intenso, edema e incluso llegar ulcerar y necrosar la zona afectada.  Rev: agosto-10 ",,,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Dynastinae,Phyllognathus,excavatus,"   Estos escarabajos son de color pardo rojizo, con una densa vellosidad amarillo-naranja, que asoma por los bordes del abdomen.  Los machos presentan una protuberancia en forma de pequeño cuerno sobre la cabeza, y una gran depresión longitudinal en el pronoto y pueden alcanzar los 2,5 centímetros de tamaño, siendo las hembras ligeramente más pequeñas, y sin ningún tipo de cuerno ni depresión.     Los adultos tienen hábitos preferentemente nocturnos y se alimentan de diversas materias vegetales. Vuelan entre mayo y agosto.     Las hembras depositan los huevos en troncos podridos. Las larvas eclosionan en un par de semanas y empiezan a alimentarse de la madera descompuesta. Pasan por tres estadios hasta la pupación, en un tiempo de dos años y medio. En pleno desarrollo tienen aspecto de gusanos grisáceos con la región cefálica y las patas de color pardo rojizo, y pueden medir hasta 5 centímetros de tamaño.     Habitan en el paleártico: la Europa mediterránea, la mitad occidental de Asia, el norte de África y las islas Canarias.  Rev: enero-15 ",Pterygota,Neoptera,Scarabaeiformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Chelicerata,,Arachnida,,Araneae,Araneomorphae,Lycosoidea,Zoropsidae,,Zoropsis,spinimana,"   Estas grandes arañas alcanzan los dos centímetros de tamaño corporal, y con las largas y robustas patas bien extendidas, puede superar los 7 centímetros de diámetro. Tienen ocho ojos dispuestos en dos líneas algo curvadas, y es característico el hecho de que todos los ojos sean de tamaño semejante.     Viven bajo piedras, en oquedades del suelo o de los troncos, generalmente en ambientes boscosos, que recubren de una seda espesa. Las hembras depositan la puesta en su propia tela.     Es una araña de origen mediterráneo que en la Península Ibérica aparece desde Gerona hasta el sur de Portugal, en zonas costeras. También se ha localizado en Zaragoza y Vizcaya.  Rev: agosto-10 ",,,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Odonata,Zygoptera,Coenagrionoidea,Coenagrionidae,,Ischnura,pumilio,"   Los machos de este caballito del diablo se caracterizan por tener los pterostigmas bicoloreados, siendo los de las alas posteriores más pequeños que los de las anteriores, aproximadamente la mitad; y por tener coloreado de azul el noveno segmento abdominal y parte del octavo, mientras que el resto del abodmen es de color negro por la región dorsal.     Además el segundo segmento abdominal carece de tubérculo y aparece un pequeño tubérculo dorsal en el décimo.     Las hembras son de color verde, aunque existe una forma anaranjada.     Se pueden observar en gran parte de la Península Ibérica.  Rev: enero-11 ",Pterygota,,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Mantodea,,,Mantidae,Mantinae,Rivetina,baetica,"   Estas mantis no superan los cuatro centímetros de longitud corporal. Son de colores pardos, amarillentos o grisáceos que les ayudan a camuflarse en sus hábitats preferidos: zonas muy áridas con vegetación poco densa.     Los adultos aparecen entre mayo y noviembre. Tras el apareamiento, las hembras depositan los huevos en el suelo. La eclosión se produce en el otoño y pasarán el invierno en forma de larvas en sus primeros estadios.  Rev: septiembre-10 ",Pterygota,Neoptera,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Pyraloidea,Crambidae,Evergestinae,Evergestis,frumentalis,"   Este pequeño lepidóptero alcanza unos tres centímetros de envergadura alar. Las alas son de color pardo con numerosas manchas blancas que pueden dibujar ondas. Las antenas filiformes son de color grisáceo.     Tienen dos generaciones por año, con los imagos volando en abril y en agosto. Las orugas se alimentan sobre diversas plantas de distintos géneros Descurainia, Sisymbrium, Sinapis, Isatis y otras. Las larvas de la segunda generación pasan el invierno en un capullo en el suelo.     Su área de distribución comprende gran parte de Europa, desde la península Ibérica hasta el sur de Escandinavia, el oeste de Asia y el sur de Siberia.  Rev: diciembre-20 ",Pterygota,Neoptera,Neolepidoptera
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatus,escheri,"   Los machos de estas pequeñas mariposas presentan la cara superior de las alas de color azul intenso, con un fino festón blanco delimitado por una fina línea negra. Por la cara inferior, las alas son de color pardo con una mancha basal azulada, diversos puntos negros bordeados de blanco y lúnulas naranjas. Alcanzan una envergadura alar de hasta 20 milímetros.     Por su parte, las hembras tienen la parte superior de las alas de color marrón con una banda irregular naranja en posición subterminal. Por la cara inferior son similares a los machos, aunque carecen del tinte azulado.     Las larvas de alimentan sobre plantas del género Astralagus, y posiblemente Plantago y Sainfoin.     Los adultos vuelan entre mayo y agosto, en el sur de Europa y norte de África.  Rev: septiembre-10 ",Pterygota,Neoptera,Neolepidoptera
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Diptera,Brachycera,Syrphoidea,Syrphidae,Eristalinae,Volucella,elegans,"   Estos grandes sírfidos son un buen ejemplo de ""mimetismo batesiano"", ya que la evolución les ha hecho parecerse a peligrosos abejorros, pero carecen de aguijón y de cualquier tipo de veneno y son completamente inofensivas.     Presentan un rostro que se extiende hacia abajo de la cabeza, y antenas plumosas. Esta especie se caracteriza por el diseño de su abdomen y por la presencia de una mancha de tinte oscuro en la región media de las alas.      Las hembras depositan los huevos en los nidos de determinadas abejorros y abejas sociales, donde las larvas se alimentan de los residuos de la colmena y pupan allí mismo. Los adultos se alimentan de néctar de diversas flores.  Rev: septiembre-10 ",Pterygota,Neoptera,Muscomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Phasmatodea,Verophasmatodea,,Diapheromeridae,Pachymorphinae,Leptynia,hispanica,"   Este insecto palo alcanza los 5 centímetros de longitud corporal en estado adulto, y se pueden identificar por una línea lateral de color blanco que recorre todo el cuerpo desde la base de los ojos. Las antenas son sensiblemente cortas, no alcanzando los 3,5 centímetros de longitud.     La coloración puede ser gris pardusca o verde.     Son activos por la noche, durante el día permanencen en completa inmovilidad pasando desapercibidos gracias a su críptico mimetismo.     Pueden reproducirse por partenogénesis, por lo que la proporción de machos y hembras es aproximadamente de un macho por cada mil hembras. Las puestas se realizan en el suelo y las ninfas deben sufrir cuatro mudas para convertirse en adultos.     Su área de ditribución comprende gran parte de la Europa mediterránea, relacionado con la retama negra (Cytisus scoparius) que es su principal planta nutricia.  Rev: septiembre-10 ",Pterygota,Neoptera,Anareolatae
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Orthoptera,Ensifera,Tettigonioidea,Tettigoniidae,Bradyporinae,Pycnogaster,jugicola,"   Como indica su nombre genérico, estos ortópteros se caracterizan por su grueso vientre de color marrón, surcado por bandas transversales negras, aunque en ocasiones es totalmente negro o pardo o con zonas verdosas. Para la diferenciación específica hay que recurrir a características menos visibles referidas a la forma del pronoto o del aparato reproductor.     Los adultos aparecen entre finales de abril y agosto, preferentemente sobre enebros y piornos, pero a veces también sobre carrascas, genistas y romeros, pinos jóvenes o en el mismo suelo.     La especie constituye un endemismo ibérico restringido a las sierras de Guadarrama y León, y la sierra de la Estrella en Portugal, donde puede encontrarse en cotas elevadas, por encima de los 1000 metros y hasta los 1900.  Rev: septiembre-10 ",Pterygota,Neoptera,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Diptera,Brachycera,Conopoidea,Conopidae,Myopinae,Myopa,buccata,"   Estas moscas miden entre 7 y 12 milímetros de tamaño.      Los adultos aparecen entre mayo y septiembre, y se alimentan sobre diversas flores y hierbas como el diente de león (Taraxacum). Las larvas son endoparásitos de abejorros de los género Bombus y Andrena. Las hembras depositan los huevos entre los tejidos abdominales del hospedador.     Es una especie común en gran parte de Europa.  Rev: septiembre-17 ",Pterygota,Neoptera,Muscomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Noctuoidea,Noctuidae,Noctuinae,Peridroma,saucia,"   Esta polilla alcanza una envergadura alar de entre 4,5 y 5,5 centímetros. Las alas anteriores presentan diseños variegados que pueden variar notablemente, en general de color castaño con zonas negruzcas de contorno indefinido, mientras que las alas posteriores son semitransparentes, lo que le da la apariencia de un brillo perlado.     Los imagos vuelan entre mayo y noviembre, en función de la localidad. Las hembras depositan hasta 2500 huevos en grupos de entre 15 y 400 unidades.     Las orugas se alimentan de diversas plantas herbáceas, pudiendo producir daños en diversos cultivos. Son de color castaño, con los laterales anaranjados y grises, y con una característica mancha de color ocre claro en el final del abdomen.     Forman las crisálidas enterradas en el suelo y así pasarán el invierno. Su coloración rojiza se oscurece al madurar.     Se distribuye por el centro y sur de Europa, pero puede alcanzar regiones más septentrionales durante sus migraciones estivales.  Rev: octubre-10 ",Pterygota,Neoptera,Heteroneura
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Cucujoidea,Coccinellidae,Coccinellinae,Harmonia,axyridis,"   Esta mariquita es originaria de Asia, pero ha sido introducida por el hombre en América del norte y del sur y en Europa, como medio de control biológico de los pulgones, desgraciadamente, se ha convertido en plaga en algunos lugares, afectando negativamente a las poblaciones de mariquitas autóctonas.     Tiene un tamaño aproximado de 8 milímetros, y su coloración es muy variable, en general es roja o anaranjada con manchas negras, que pueden estar muy reducidas o ausentes; en otros casos, el fondo es negro y las manchas de color. La más característica es una marca negra sobre fondo blanco, con forma de M, en el primer segmento del tórax.     Las hembras depositan los huevos, ovalados y de color amarillo, en grupos, en las cercanías de colonias de pulgones.     Los imagos buscan refugios para pasar el invierno, e invaden en muchas ocasiones las viviendas de los seres humanos.     Su rango originario comprende desde Siberia y Uzbekistán, hasta la costa del Pacífico y Japón.  Rev: mayo-11 ",Pterygota,Neoptera,Cucujiformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Chelicerata,,Arachnida,,Araneae,Araneomorphae,Lycosoidea,Lycosidae,,Pardosa,monticola,"   Estas arañas de hasta 8 milímetros de tamaño en las hembras, se encuentran corriendo por el suelo en lugares soleados, y se esconden bajo la hojarasca y los detritus cuando las condiciones climáticas empeoran.     Son de color pardo oscuro. El prosoma está dividido por una estrecha franja longitudinal blanca en dos mitades de color más oscuro que también tienen el borde exterior blanco. El opistoma presenta puntos claros y oscuros poco definidos. Las patas y los quelíceros son robustos y su vista es excelente.     Entre mayo y junio, las hembras pueden verse acarreando el saco con los huevos; dos semanas después, cuando emerjan, las pequeñas arañas treparán al abdomen de su madre y serán transportadas al menos una semana más.  Rev: octubre-10 ",,,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Chelicerata,,Arachnida,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,Salticus,scenicus,"   Estas arañas no construyen telas: utilizan sus ocho ojos, dos de los cuales son especialmente grandes, para localizar a las presas y luego saltan sobre ellas con una precisión asombrosa. Las hembras, que son ligeramente más grandes que los machos, pueden alcanzar los 7 milímetros de tamaño.     Son de color negro, con pelillos blancos dispuestos en bandas cortas. Los quelíceros de los machos son proporcionalmente muy grandes.     Sus presas pueden triplicar su longitud corporal, aunque normalmente prefieren insectos de tamaño similar al suyo.     Después del apareamiento, que tiene lugar tras un cortejo en el que el macho mueve su abdomen arriba y abajo, las hembra deposita los huevos en un paquete, del que cuidará hasta la eclosión.     Tiene una amplia distribución holártica por Europa y Norteamérica, y suele aparecer en las cercanías de los seres humanos.  Rev: octubre-10 ",,,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hymenoptera,Apocrita,Apoidea,Apidae,Nomadinae,Nomada,sp.,"   Las abejas de este género son conocidas por depositar los huevos en los nidos de otras abejas (""cleptoparasitismo"").      Las hembras depositan los huevos en la pared de las celdillas que están siendo construidas. Los huevos se encuentran siempre en un estadio madurativo más avanzado, por lo que eclosionan antes, matan el huevo o la larva hospedadora y se alimentan del polen y el néctar depositado en la celdilla.     Son de colores rojizos y alcanzan los 10 milímetros de tamaño.     Presentan una amplia distribución mundial.  Rev: octubre-10 ",Pterygota,Neoptera,Aculeata
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Crabroninae,Tachysphex,obscuripennis,"   Las hembras de estas avispas pueden alcanzar los 11 milímetros de tamaño, mientras que los machos no suelen alcanzar los 8. Las bases de las patas son de color oscuro, y el resto rojizo. Presenta bandas rojas en la parte dorsal de los primeros artejos abdominales, que alternan con otras blancas. Los machos presentan unos grandes ojos de color amarillo limón con diversas manchas negras, mientras que los de las hembras son verdosos.     Viven asociadas a terrenos arenosos, arcillosos o pedregrosos. Las hembras entierran los huevos en cámaras individuales de unos 6 centímetros de profundidad, que abastecen con dos o tres cucarachas, generalmente del género Ectobius.     Los imagos vuelan entre mayo y agosto.     Son propias de Europa, y se extienden por el este hasta la península de Anatolia y el Oriente Próximo.  Rev: octubre-10 ",Pterygota,Neoptera,Aculeata
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Purpuricenus,budensis,"   Estos animales alcanzan los 2 centímetros de longitud corporal. La cabeza, las antenas, el pronoto, el abdomen y las patas son de color negro, con una cierta pilosidad pardusca. Los élitros son largos y anaranjados, con una mancha negra grande y variable en torno a la sutura, que no suele alcanzar el tercio superior.  Los machos de estos escarabajos presentan unas antenas que superan en más de dos veces y media la longitud de su cuerpo, mientras que las antenas de las hembras miden sólo un poco más que su cuerpo.     Las larvas se alimentan de madera, principalmente en ramas jóvenes de roble (Quercus), mientras que los adultos ingieren polen de las flores.     Habitan en Europa central y meridional.  Rev: noviembre-10 ",Pterygota,Neoptera,Cucujiformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Orthoptera,Caelifera,Acridoidea,Acrididae,Acridinae,Truxalis,nasuta,"   Estos saltamontes de gran tamaño presentan una cabeza cónica muy característica. Su críptica coloración le permite mimetizarse perfectamente entre las gramíneas de los prados entre las que viven. Normalmente son pardos, aunque la coloración verde no es rara, en especial en las hembras. Tienen un poderoso vuelo sostenido.     Tienen una generación anual entre mayo y julio, con máximos diferenciados para machos y hembras, de manera que la presencia de las hembras se mantiene tras la completa desaparición de los machos. Durante la primavera, las ninfas son muy frecuentes, llamando la atención la pequeña proporción de individuos que alcanzan la madurez.     Se distribuye por el Mediterráneo y la Macaronesia: gran parte de la Península Ibérica, sur de Europa, norte de África, islas mediterráneas, Oriente Próximo e islas Canarias.  Rev: diciembre-10 ",Pterygota,Neoptera,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Phasmatodea,Verophasmatodea,Bacilloidea,Bacillidae,Bacillinae,Clonopsis,gallica,"   Estos insectos palo alcanzan los 6.5 centímetros de longitud, el cuerpo es estrecho y carece de alas. La coloración general puede ser marrón o verde claro.     Además del mimetismo que les proporciona su forma y colorido, suelen permanecer en la cara inferior de las hojas de las plantas que les sirven de alimento (espinos, rosales, endrinos, zarzamoras...), para activarse por la noche.     Las hembras depositan cerca de un centenar de huevos marrones y de forma globosa en el suelo, de manera que pueden confundirse con las semillas de algunas plantas. Las ninfas aparecen entre marzo y abril y alcanzan la madurez en tres o cuatro meses, pasando por cuatro estadios ninfales intermedios.     Se distribuye por la Europa mediterránea, alcanzando por el norte las islas Británicas. Normalmente viviendo en llanuras y zonas de poca altitud con abundante matorral.  Rev: diciembre-10 ",Pterygota,Neoptera,Areolatae
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Papilionoidea,Nymphalidae,Satyrinae,Lasiommata,maera,"   Este lepidóptero de buen tamaño se caracteriza por sus grandes ocelos y por el color naranja, marrón y gris de la parte posterior de las alas.     Tienen dos o tres generaciones anuales entre mayo y agosto. Las orugas son de color verde pálido con dos o tres líneas blancas laterales y una fina pilosidad blanca. Se alimenta de gramíneas de los géneros Poa, Festuca y Hordeum, principalmente.     Se distribuye por buena parte de Europa, incluyendo toda la península Ibérica y las islas Baleares, y faltando en las islas Británicas y el norte de Escandinavia; preferentemente en zonas con senderos, bordes de setos, cercas y matorrales, desde el nivel del mar hasta por encima de los 1800 metros de altitud.  Rev: diciembre-10 ",Pterygota,Neoptera,Neolepidoptera
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Chelicerata,,Arachnida,,Araneae,Araneomorphae,Lycosoidea,Lycosidae,,Pardosa,wagleri,"   Esta araña lobo presenta un color general grisáceo y las patas con anillos claros y oscuros.      Lucen un prosoma de gran tamaño, que destaca especialmente en los machos. En estos, los fémures, los palpos y la región frontal del prosoma están recubiertos de una pilosidad clara.     Tienen una amplia distribución paleártica, en zonas de escasa altitud, en las proximidades de los ríos y otras corrientes de agua.  Rev: diciembre-10 ",,,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Diptera,Brachycera,Syrphoidea,Syrphidae,Eristalinae,Syritta,pipiens,"   Los machos de esta especie de sírfido se identifican fácilmente por los ensanchamientos de los fémures posteriores. Alcanzan casi el centímetro de longitud corporal.     Las larvas se alimentan en excrementos y en otras materias orgánicas en descomposición y pasan el invierno en forma de larva. Los adultos aparecen entre marzo y noviembre y se alimentan de néctar y de polen de diversas especies de plantas (Astaraceae, Lamiaceae...)      Es muy común en gran parte de Europa, Norteamérica y Asia. Aparece habitualmente en granjas, parques y jardines.  Rev: diciembre-10 ",Pterygota,Neoptera,Muscomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Papilionoidea,Lycaenidae,Polyommatinae,Zizina,otis,"   Los machos presentan la cara superior de las alas de color azul violeta, con brillo plateado. La delanteras lucen una banda ancha terminal que puede ocupar la cuarta parte de todo el ala, aunque normalmente es más estrecha. Por la cara inferior son de de color gris pardusco, y presentan lúnulas y puntos rodeados de color claro.     Las hembras son marrones por la parte superior, con una mancha difusa y variable en la base de las alas de color azul violeta, mientras que por la cara inferior son más oscuras que los machos, aunque con las mismas marcas.     Las orugas se alimentan de diversas plantas leguminosas (Alysicarpus, Desmodium, Glycine, Mimosa, Indigofera...)  Rev: diciembre-10 ",Pterygota,Neoptera,Neolepidoptera
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Diptera,Brachycera,Muscoidea,Muscidae,Muscinae,Musca,autumnalis,"   La mosca de otoño es bastante parecida a la mosca doméstica, aunque ligeramente más grande, alcanzando los 8 milímetros de longitud. Es de color gris con cuatro bandas longitudinales en el tórax, y un marca gris oscura en el abdomen. Los machos tienen los ojos más juntos que las hembras.     Los adultos emergen de la hibernación entre marzo y abril. Se alimentan de jugos y néctar, y de las secrecciones faciales del ganado vacuno y caballar. Las hembras depositan los huevos en los excrementos frescos del ganado y las larvas surgen a las pocas horas y comienzan a alimentarse de la flora y la fauna microbiana hasta alcanzar los 12 milímetros de longitud tras tres estadios larvales diferentes. Pupan en el mismo ambiente y los adultos emergen 10 ó 20 días después, dependiendo de la temperatura.     Tiene una amplia distribución por la mayor parte de Europa, Asia Central, el norte de la India, Pakistán, China y algunas partes del norte de África. Ha sido introducida en Norteamérica y se encuentra en el sureste de Canadá y gran parte de los Estados Unidos.  Rev: enero-11 ",Pterygota,Neoptera,Muscomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Adephaga,Caraboidea,Carabidae,Harpalinae,Acinopus,picipes,"   Este pequeño escarabajo de color negro y reflejos broncíneos, puede alcanzar los 17 milímetros de talla, aunque normalmente no supera los 10. Presenta una cabeza muy fornida, con fuertes mandíbulas.     Para distinguirlo científicamente de otros miembros del género, hay que recurrir al estudio de los órganos copuladores de los machos.     Tiene una amplia distribución por gran parte de Eurasia y norte de África. Aparece en toda la península Ibérica y en Baleares.  Rev: enero-11 ",Pterygota,Neoptera,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hemiptera,Prosorrhyncha,Miroidea,Miridae,,Adelphocoris,lineolatus,"   Estas chinches alcanzan los 9 milímetros de longitud corporal, por tan solo 3 de ancho.     Los adultos pueden verse entre mayo y finales de octubre. Son de color gris verdoso o amarillento, con la cabeza más ancha que larga y las antenas claramente más cortas que el cuerpo. Sobre el pronoto tienen de dos a cuatro puntos oscuros y en el escutelo dos líneas medianas pardas.     Las puestas constan de 80-300 huevos, que son blancos y después van amarilleando; pasan el invierno en este estado. En la primavera surgen las larvas de color verde amarillento, con el extremo del abdomen rojizo, y empiezan a alimentarse de diversas leguminosas, pudiendo constituir plagas.     Suelen encontrarse en campos y áreas cubiertas de hierba, y son atraídos por las luces artificiales.     Es una especie con una amplia distribución paleártica.  Rev: enero-11 ",Pterygota,Neoptera,Cimicomorpha
